txID:id,size:int,time:int,lockTime:int
9b0fc92260312ce44e74ef369f5c66bbb85848f2eddd5a7a1cde251e54ccfdd5,134,1231469666,0
cc455ae816e6cdafdb58d54e35d4f46d860047458eacf1c7405dc634631c570d,1963,1231469666,0
